annotation_file,image_file,field_id,field_text,ocr_text,similarity_score
./funsd/training_data/annotations/00838511_00838525.json,./funsd/training_data/images/00838511_00838525.png,11,2-Hydroxycyclododecanone,2-Hydroxycyelododecanone,0.9583333333333334
./funsd/training_data/annotations/00838511_00838525.json,./funsd/training_data/images/00838511_00838525.png,12,OH O,OH,0.6666666666666667
./funsd/training_data/annotations/00838511_00838525.json,./funsd/training_data/images/00838511_00838525.png,13,ESTIMATED TOXICITY CLASS,ESTMATED TOXICITY CLASS,0.9787234042553191
./funsd/training_data/annotations/00838511_00838525.json,./funsd/training_data/images/00838511_00838525.png,14,LORILLARD COMPOUND CODE NUMBER,LORALARD COMPOUND COOE NUMRER,0.8813559322033898
./funsd/training_data/annotations/00838511_00838525.json,./funsd/training_data/images/00838511_00838525.png,15,This carbocyclic keto alcohol was placed in estimated toxicity class II due to the direct attachment of the ketone to the cyclic nucleus.,"This carbocycliec keto aleohol was plazced in estimated toxicity class II
due to the direct attachment of the ketone to the eyelic nucleus.",0.9710144927536232
./funsd/training_data/annotations/00838511_00838525.json,./funsd/training_data/images/00838511_00838525.png,16,LORILLARD RESEARCH CENTER,LOFILUARD RESEARCH CENFER,0.88
./funsd/training_data/annotations/00838511_00838525.json,./funsd/training_data/images/00838511_00838525.png,17,FORM 1 (580),FORM 1 (5 801,0.88
./funsd/training_data/annotations/00851772_1780.json,./funsd/training_data/images/00851772_1780.png,0,TYPE,TYPE,1.0
./funsd/training_data/annotations/00851772_1780.json,./funsd/training_data/images/00851772_1780.png,4,NAME,A,0.4
./funsd/training_data/annotations/00851772_1780.json,./funsd/training_data/images/00851772_1780.png,5,COMPOUND,COMPOUND,1.0
./funsd/training_data/annotations/00851772_1780.json,./funsd/training_data/images/00851772_1780.png,6,B73,B73,1.0
./funsd/training_data/annotations/00851772_1780.json,./funsd/training_data/images/00851772_1780.png,7,DATE,DATE,1.0
./funsd/training_data/annotations/00851772_1780.json,./funsd/training_data/images/00851772_1780.png,8,N/A,LPEY,0.0
./funsd/training_data/annotations/00851772_1780.json,./funsd/training_data/images/00851772_1780.png,9,DATES,DATES,1.0
./funsd/training_data/annotations/00851772_1780.json,./funsd/training_data/images/00851772_1780.png,11,00851772,00851772,1.0
./funsd/training_data/annotations/00851772_1780.json,./funsd/training_data/images/00851772_1780.png,12,II.,II.,1.0
./funsd/training_data/annotations/00851772_1780.json,./funsd/training_data/images/00851772_1780.png,13,(cont'd),(cont'd),1.0
./funsd/training_data/annotations/00851772_1780.json,./funsd/training_data/images/00851772_1780.png,14,Toxline,Toxline,1.0
./funsd/training_data/annotations/00851772_1780.json,./funsd/training_data/images/00851772_1780.png,15,1929-1966,1929-1966,1.0
./funsd/training_data/annotations/00851772_1780.json,./funsd/training_data/images/00851772_1780.png,16,INFORMATION SEARCH SUMMARY,INFORMATION SEARCH SUMMARY,1.0
./funsd/training_data/annotations/00851772_1780.json,./funsd/training_data/images/00851772_1780.png,18,BIOLOGICAL ☐,BOLOGICAL [,0.9090909090909091
./funsd/training_data/annotations/00851772_1780.json,./funsd/training_data/images/00851772_1780.png,19,"May 27, 1982","May 27, 1982",1.0
./funsd/training_data/annotations/00851772_1780.json,./funsd/training_data/images/00851772_1780.png,20,Valerian Fluid Extract,Valerian Fluid Extract,1.0
./funsd/training_data/annotations/00851772_1780.json,./funsd/training_data/images/00851772_1780.png,21,Jimmy Bell,Jimmy Bell,1.0
./funsd/training_data/annotations/00851772_1780.json,./funsd/training_data/images/00851772_1780.png,22,LORILLARD COMPOUND CODE,LORILLARD COMPOUND CODE,1.0
./funsd/training_data/annotations/00851772_1780.json,./funsd/training_data/images/00851772_1780.png,23,REGISTRY NUMBER (IF applicable),HEGISTRY NUMEIEH [ apphcatie).,0.6885245901639344
./funsd/training_data/annotations/00851772_1780.json,./funsd/training_data/images/00851772_1780.png,24,LITERATURE SURVEYED,LITERATURE SURVEYED,1.0
./funsd/training_data/annotations/00851772_1780.json,./funsd/training_data/images/00851772_1780.png,25,Registry of the Toxic Effects of Chemicals,Registry of the Toxic Effects of Chemicals,1.0
./funsd/training_data/annotations/00851772_1780.json,./funsd/training_data/images/00851772_1780.png,26,1974- Jan. 1982 to Dec. 1981,"1974-
Jan. 1982

to Dec.
1981",1.0
./funsd/training_data/annotations/00851772_1780.json,./funsd/training_data/images/00851772_1780.png,27,1957- Dec. 1981,"1957~
Dec. 1981",0.896551724137931
./funsd/training_data/annotations/00851772_1780.json,./funsd/training_data/images/00851772_1780.png,28,LORILLARD RESEARCH CENTER,LORILLARD RESEARTH CENTER,0.96
./funsd/training_data/annotations/00851772_1780.json,./funsd/training_data/images/00851772_1780.png,29,FORM ,FORM 8 (10804,0.47058823529411764
./funsd/training_data/annotations/00851772_1780.json,./funsd/training_data/images/00851772_1780.png,30,III. SUPPLEMENTAL LITERATURE SEARCH Chemical Abstracts Vol. 23 - Vol. 65 Arctander' s Perfume and Flavor Materials of Natural Origin (1960) Guenther' s Monographs on Fragrance Raw Materials (1979) Tobacco Abstracts U. S. Dispensatory 23rd edition (1943),"III.

SUPPLEMENTAL LITERATURE SEARCH

Chemical Abstracts Vol. 23 - Veol. 65

Arctander's Perfume and Flavor Materials
of Natural Origin (1960)

Guenther's Monographs on Fragrance Raw
Materials (1979)

Tobacce Abstracts

U. 5. Dispensatory 23rd edition (1943)",0.9860279441117764
./funsd/training_data/annotations/00851772_1780.json,./funsd/training_data/images/00851772_1780.png,32,Ann C. Stringfield Literature M.L.S. Chemist,Literature Chemis,0.5573770491803278
./funsd/training_data/annotations/00851879.json,./funsd/training_data/images/00851879.png,0,Date,Date,1.0
./funsd/training_data/annotations/00851879.json,./funsd/training_data/images/00851879.png,1,5-13-81,5-13-81,1.0
./funsd/training_data/annotations/00851879.json,./funsd/training_data/images/00851879.png,2,Subject,Subject,1.0
./funsd/training_data/annotations/00851879.json,./funsd/training_data/images/00851879.png,3,Date,Date,1.0
./funsd/training_data/annotations/00851879.json,./funsd/training_data/images/00851879.png,4,5-13-81,5-13-81,1.0
./funsd/training_data/annotations/00851879.json,./funsd/training_data/images/00851879.png,5,Method,Method,1.0
./funsd/training_data/annotations/00851879.json,./funsd/training_data/images/00851879.png,7,increased,increased,1.0
./funsd/training_data/annotations/00851879.json,./funsd/training_data/images/00851879.png,8,decreased,decreased,1.0
./funsd/training_data/annotations/00851879.json,./funsd/training_data/images/00851879.png,9,00851879,V0851879,0.875
./funsd/training_data/annotations/00851879.json,./funsd/training_data/images/00851879.png,10,Verbal Phone,Verbal-Fhone,0.8333333333333334
./funsd/training_data/annotations/00851879.json,./funsd/training_data/images/00851879.png,11,(Means of communication),(Means of communication),1.0
./funsd/training_data/annotations/00851879.json,./funsd/training_data/images/00851879.png,12,Estimated cost of the study will be:,Estimated cost of the study will be:,1.0
./funsd/training_data/annotations/00851879.json,./funsd/training_data/images/00851879.png,13,not affected,not affected,1.0
./funsd/training_data/annotations/00851879.json,./funsd/training_data/images/00851879.png,14,Description of change order:,Description of change order:,1.0
./funsd/training_data/annotations/00851879.json,./funsd/training_data/images/00851879.png,15,"The change was made so the protocol more closely conforms with the proposed regulations as stated in the Federal Register, Vol. 44, No. 145, 772.112-24 Primary Eye Irritation Study.","The change was made so the protocol more closely conforms with the proposed
regulations as stated in the Federal Register, Vol. 44, No. 145,
772.112-24 Primary Eye Irritation Study.",1.0
./funsd/training_data/annotations/00851879.json,./funsd/training_data/images/00851879.png,16,"Twenty- four to 30 hours prior to dosing, both eyes of each rabbit will be examined by an experienced investigator using a slit lamp biomicroscope.","Twenty-four to 30 hours prior to dosing, both eyes of each rabbit will
be examined by an experienced investigator using a slit lamp
biomicroscope.",1.0
./funsd/training_data/annotations/00851879.json,./funsd/training_data/images/00851879.png,17,Section III A. 2nd paragraph- the first sentence is to be changed to read as follows:,"Section III. A. 2_@_:1 paragraph — the first sentence is to be changed to read
as follows:",0.9364161849710982
./funsd/training_data/annotations/00851879.json,./funsd/training_data/images/00851879.png,18,19 MAY 26 1981,MAY 2 61981,0.8
./funsd/training_data/annotations/00851879.json,./funsd/training_data/images/00851879.png,19,ADDENDUM I DAWSON RESEARCH CORPORATION Protocol Change Order No. 1,"ADDENDUM I

DAWSON RESEARCH CORPORATION
Protocol Change Order No., 1",0.9924812030075187
./funsd/training_data/annotations/00851879.json,./funsd/training_data/images/00851879.png,20,Protocol LRC-5A,Protocol LRC-5A,1.0
./funsd/training_data/annotations/00851879.json,./funsd/training_data/images/00851879.png,21,Change in the time of the Pre- dose Biomicroscopic Examination,Change in the time of the Pre-dose Biomicroscopic Examination,1.0
./funsd/training_data/annotations/00851879.json,./funsd/training_data/images/00851879.png,22,Authorized by,Authorized by,1.0
./funsd/training_data/annotations/00851879.json,./funsd/training_data/images/00851879.png,23,Dr. Connie Stone,Dr. Connie Stone,1.0
./funsd/training_data/annotations/00851879.json,./funsd/training_data/images/00851879.png,24,Authorized to,Authorized to,1.0
./funsd/training_data/annotations/00851879.json,./funsd/training_data/images/00851879.png,25,Mr. Charles Burns,Mr. Charles Burns,1.0
./funsd/training_data/annotations/00851879.json,./funsd/training_data/images/00851879.png,26,Sponsor Signature,"/n.a.,y '{ /‘/UZ——-""-""!‘?/??

Sponsé: Signature",0.5172413793103448
./funsd/training_data/annotations/00851879.json,./funsd/training_data/images/00851879.png,27,Study Director Signature,"J%V- &

Study Director Signature",0.8888888888888888
./funsd/training_data/annotations/00860012_00860014.json,./funsd/training_data/images/00860012_00860014.png,2,3212,3212,1.0
./funsd/training_data/annotations/00860012_00860014.json,./funsd/training_data/images/00860012_00860014.png,4,Sereta,Seryta,0.8333333333333334
./funsd/training_data/annotations/00860012_00860014.json,./funsd/training_data/images/00860012_00860014.png,5,B121,B121,1.0
./funsd/training_data/annotations/00860012_00860014.json,./funsd/training_data/images/00860012_00860014.png,6,SIGNATURE,SIGNATURE.,0.9473684210526316
./funsd/training_data/annotations/00860012_00860014.json,./funsd/training_data/images/00860012_00860014.png,8,EXPLOSIVE,EXPLOSIVE,1.0
./funsd/training_data/annotations/00860012_00860014.json,./funsd/training_data/images/00860012_00860014.png,9,FLAMMABLE,FLAMMABLE,1.0
./funsd/training_data/annotations/00860012_00860014.json,./funsd/training_data/images/00860012_00860014.png,10,RADIOACTIVE,RADIDACTIVE,0.9090909090909091
./funsd/training_data/annotations/00860012_00860014.json,./funsd/training_data/images/00860012_00860014.png,11,SOLID,30LID,0.6
./funsd/training_data/annotations/00860012_00860014.json,./funsd/training_data/images/00860012_00860014.png,13,LIQUID,L1quro,0.16666666666666663
./funsd/training_data/annotations/00860012_00860014.json,./funsd/training_data/images/00860012_00860014.png,14,PRESSURIZED,PRESSURTZED,0.9090909090909091
./funsd/training_data/annotations/00860012_00860014.json,./funsd/training_data/images/00860012_00860014.png,15,COLOR,COLOR,1.0
./funsd/training_data/annotations/00860012_00860014.json,./funsd/training_data/images/00860012_00860014.png,16,Brown,Brown,1.0
./funsd/training_data/annotations/00860012_00860014.json,./funsd/training_data/images/00860012_00860014.png,17,00860012,00860012,1.0
./funsd/training_data/annotations/00860012_00860014.json,./funsd/training_data/images/00860012_00860014.png,18,DESSICATOR,DESSICATOR,1.0
./funsd/training_data/annotations/00860012_00860014.json,./funsd/training_data/images/00860012_00860014.png,19,FREEZER,FREEZEF,0.8571428571428572
./funsd/training_data/annotations/00860012_00860014.json,./funsd/training_data/images/00860012_00860014.png,20,OTHER,OTHER,1.0
./funsd/training_data/annotations/00860012_00860014.json,./funsd/training_data/images/00860012_00860014.png,22,HAZLETON LABORATORIES AMERICA INC,"HAZLETON

LABORATORIES AMERICA, INC",0.9850746268656716
./funsd/training_data/annotations/00860012_00860014.json,./funsd/training_data/images/00860012_00860014.png,23,9200 LEESBURG TURNPIKE VIENNA VIRGINIA 22180 USA,"5200 LEESBLIRG TURNPIKE
VIENNA, VIAGINIA 22180
usa",0.8571428571428572
./funsd/training_data/annotations/00860012_00860014.json,./funsd/training_data/images/00860012_00860014.png,24,PROJECT SHEET,PROJECT SHEE1,0.9230769230769231
./funsd/training_data/annotations/00860012_00860014.json,./funsd/training_data/images/00860012_00860014.png,25,"December 13, 1983","December 13, 1983",1.0
./funsd/training_data/annotations/00860012_00860014.json,./funsd/training_data/images/00860012_00860014.png,26,DATE ISSUED,DATE ISSUED,1.0
./funsd/training_data/annotations/00860012_00860014.json,./funsd/training_data/images/00860012_00860014.png,27,PROJECT SHEET NO,PROJECT SHEET MO,0.9375
./funsd/training_data/annotations/00860012_00860014.json,./funsd/training_data/images/00860012_00860014.png,28,PROJECT NO.,PROJECT NO,0.9523809523809523
./funsd/training_data/annotations/00860012_00860014.json,./funsd/training_data/images/00860012_00860014.png,29,642 149,642-149,0.8571428571428572
./funsd/training_data/annotations/00860012_00860014.json,./funsd/training_data/images/00860012_00860014.png,30,PROJECT COORDINATOR,PROJECT COORDINATOR,1.0
./funsd/training_data/annotations/00860012_00860014.json,./funsd/training_data/images/00860012_00860014.png,31,14 Day Single Dose Subacute Toxicity Study,14-Day 5ingle Dose Subacute Toxicity Study,0.9523809523809523
./funsd/training_data/annotations/00860012_00860014.json,./funsd/training_data/images/00860012_00860014.png,32,STUDY TITLE & PROPOSAL NUMBER,'STUDY TITLE & PROPOSAL NLMBER,0.9491525423728814
./funsd/training_data/annotations/00860012_00860014.json,./funsd/training_data/images/00860012_00860014.png,33,TEST MATERIAL (S),TEST MATERIAL(S,0.9375
./funsd/training_data/annotations/00860012_00860014.json,./funsd/training_data/images/00860012_00860014.png,34,LOT NO (s),LOT NO.(s),0.9
./funsd/training_data/annotations/00860012_00860014.json,./funsd/training_data/images/00860012_00860014.png,35,RECEIPT DATE (s),RECEIPT DATE(s,0.9333333333333333
./funsd/training_data/annotations/00860012_00860014.json,./funsd/training_data/images/00860012_00860014.png,36,LH NUMBER (s),LH-NUMBER(s,0.8333333333333334
./funsd/training_data/annotations/00860012_00860014.json,./funsd/training_data/images/00860012_00860014.png,37,11 18 83,11/18/83,0.75
./funsd/training_data/annotations/00860012_00860014.json,./funsd/training_data/images/00860012_00860014.png,38,21 017,"21,017",0.8333333333333334
./funsd/training_data/annotations/00860012_00860014.json,./funsd/training_data/images/00860012_00860014.png,39,PERFORMING DEPARTMENTS,PERFORMING DEPARTMENTS,1.0
./funsd/training_data/annotations/00860012_00860014.json,./funsd/training_data/images/00860012_00860014.png,40,Acute/ Dermal Toxicology,Acute/Dermal Toxicology,1.0
./funsd/training_data/annotations/00860012_00860014.json,./funsd/training_data/images/00860012_00860014.png,41,(4 COPIES EACH DIRECTOR),4 COPIES EACH DIRECTOR,0.9565217391304348
./funsd/training_data/annotations/00860012_00860014.json,./funsd/training_data/images/00860012_00860014.png,42,ORIGINAL SIGNED PROJECT SHEETS TO PSO,"_—
ORIGINAL SIGNED PROJECT SHEETS TO PSO",0.9736842105263158
./funsd/training_data/annotations/00860012_00860014.json,./funsd/training_data/images/00860012_00860014.png,43,FIXED DISTRIBUTION:,FIXED DISTRIBUTION,0.972972972972973
./funsd/training_data/annotations/00860012_00860014.json,./funsd/training_data/images/00860012_00860014.png,44,(1 COPY TO EACH),1 COPY TO EACH,0.9333333333333333
./funsd/training_data/annotations/00860012_00860014.json,./funsd/training_data/images/00860012_00860014.png,45,LAB ANIMAL MEDICINE QUALITY ASSURANCE CONTRACTS Sponsor,"LAB ANIMAL MEDICINE
QUALITY ASSURANCE
CONTRACTS
Sponsor",1.0
./funsd/training_data/annotations/00860012_00860014.json,./funsd/training_data/images/00860012_00860014.png,46,DIR OF LIFE SCIENCES HEALTH SERVICES COMPOUND PREP (TOX) SCIENTIFIC RES (TOX),"DIR. OF LIFE SCIENCE
HEALTH SERVICES

COMPOUND PREP [TOX
SCIENTIFIC RES (TOX]",0.954248366013072
./funsd/training_data/annotations/00860012_00860014.json,./funsd/training_data/images/00860012_00860014.png,47,PROTECTIVE PRECAUTIONS REQUIRED,PROTECTIVE PRECAUTIONS REQUIR,0.9666666666666667
./funsd/training_data/annotations/00860012_00860014.json,./funsd/training_data/images/00860012_00860014.png,48,HAZARDOUS COMPOUND,HAZARDOUS COMPOUND,1.0
./funsd/training_data/annotations/00860012_00860014.json,./funsd/training_data/images/00860012_00860014.png,49,CARCINOGEN (OSHA),"CARCIMOGEN (OSHA,",0.8823529411764706
./funsd/training_data/annotations/00860012_00860014.json,./funsd/training_data/images/00860012_00860014.png,50,CARCINOGEN (OTHER),CARCINOGEN (OTHER,0.9714285714285714
./funsd/training_data/annotations/00860012_00860014.json,./funsd/training_data/images/00860012_00860014.png,51,FOLLOW DEPARTMENT AND COMPANY SAFETY MANUALS,"FOLLOW DEPARTMENT AND COMPANY
SAFETY MANUALS .",0.9777777777777777
./funsd/training_data/annotations/00860012_00860014.json,./funsd/training_data/images/00860012_00860014.png,52,STORAGE CONDITIONS,STORAGE COWDITIONS,0.9444444444444444
./funsd/training_data/annotations/00860012_00860014.json,./funsd/training_data/images/00860012_00860014.png,53,STORE IN DARK,| STORE IN DARK,0.9285714285714286
./funsd/training_data/annotations/00860012_00860014.json,./funsd/training_data/images/00860012_00860014.png,54,☑ REFRIGERATOR 8 C,ZIREFRIGERATOR B°C,0.8235294117647058
./funsd/training_data/annotations/00860012_00860014.json,./funsd/training_data/images/00860012_00860014.png,55,ROOM TEMPERATURE,|ROOM TEMPERATURE,0.9696969696969697
./funsd/training_data/annotations/00860012_00860014.json,./funsd/training_data/images/00860012_00860014.png,56,SPECIAL INSTRUCTIONS WHILE DOSING,SPECIAL INSTRUCTIONS WHILE DOSING,1.0
./funsd/training_data/annotations/00860012_00860014.json,./funsd/training_data/images/00860012_00860014.png,57,"to be performed in Acute /Dermal Toxicology, building 18.","to be performed in Acute/Dermal Toxicology, building 18",0.990990990990991
./funsd/training_data/annotations/00860012_00860014.json,./funsd/training_data/images/00860012_00860014.png,58,"This project sheet is issued to correct Project Sheet which was issued on December 6, 1983 to Project Sheet No 3 instead of 2.","This project sheet is issued to correct Project Sheet which was issued on
December 6, 1983 to Project Sheet No. 3 instead of 2.",0.9960474308300395
./funsd/training_data/annotations/00860012_00860014.json,./funsd/training_data/images/00860012_00860014.png,59,Material Safety Data Sheet is attached to Project Sheet 1.,Material Safety Data Sheet is attached to Project Sheet 1,0.991304347826087
./funsd/training_data/annotations/00860012_00860014.json,./funsd/training_data/images/00860012_00860014.png,60,NO ,HL RO raD,0.18181818181818177
./funsd/training_data/annotations/00860012_00860014.json,./funsd/training_data/images/00860012_00860014.png,61,EXPERIMENTAL PROCEDURES,"MENTAL PROCEDURES
——",0.8292682926829268
./funsd/training_data/annotations/00860012_00860014.json,./funsd/training_data/images/00860012_00860014.png,62,PHYSICAL DESCRIPTION:,PHYSICAL DESCRIPTION:,1.0
./funsd/training_data/annotations/00865872.json,./funsd/training_data/images/00865872.png,0,B164,Bl64,0.75
./funsd/training_data/annotations/00865872.json,./funsd/training_data/images/00865872.png,1,pH,i,0.0
./funsd/training_data/annotations/00865872.json,./funsd/training_data/images/00865872.png,2,Reference:,Reference:,1.0
./funsd/training_data/annotations/00865872.json,./funsd/training_data/images/00865872.png,3,ORAL,aREL,0.5
./funsd/training_data/annotations/00865872.json,./funsd/training_data/images/00865872.png,4,SOLUBILITY,SOLUBLITY,0.9473684210526316
./funsd/training_data/annotations/00865872.json,./funsd/training_data/images/00865872.png,5,ACUTE CADCOVASCULAR,ACUTE CAADIOVASEULAR,0.8717948717948718
./funsd/training_data/annotations/00865872.json,./funsd/training_data/images/00865872.png,6,Reference:,Reference:,1.0
./funsd/training_data/annotations/00865872.json,./funsd/training_data/images/00865872.png,7,00865872,00865872,1.0
./funsd/training_data/annotations/00865872.json,./funsd/training_data/images/00865872.png,9,TO,T,0.6666666666666667
./funsd/training_data/annotations/00865872.json,./funsd/training_data/images/00865872.png,10,SENSITIVE,SNSTWE,0.6666666666666667
./funsd/training_data/annotations/00865872.json,./funsd/training_data/images/00865872.png,11,SIGNATURE:,SOAATURE,0.6666666666666667
./funsd/training_data/annotations/00865872.json,./funsd/training_data/images/00865872.png,12,[] OTHER,|1 ongn,0.1333333333333333
./funsd/training_data/annotations/00865872.json,./funsd/training_data/images/00865872.png,13,[MOISTURE],FUMEHETLRE,0.4
./funsd/training_data/annotations/00865872.json,./funsd/training_data/images/00865872.png,14,[] HEAT,o HEAT,0.7692307692307692
./funsd/training_data/annotations/00865872.json,./funsd/training_data/images/00865872.png,15,[] Air,0 aA,0.4
./funsd/training_data/annotations/00865872.json,./funsd/training_data/images/00865872.png,16,SAFETY,SATETY,0.8333333333333334
./funsd/training_data/annotations/00865872.json,./funsd/training_data/images/00865872.png,19,(SUGGESTED,{SUGGESTED,0.9
./funsd/training_data/annotations/00865872.json,./funsd/training_data/images/00865872.png,20,COMMENT:,COMMENT,0.9333333333333333
./funsd/training_data/annotations/00865872.json,./funsd/training_data/images/00865872.png,22,DATE,AT,0.6666666666666667
./funsd/training_data/annotations/00865872.json,./funsd/training_data/images/00865872.png,23,8/22/83,3/22/53,0.7142857142857143
./funsd/training_data/annotations/00865872.json,./funsd/training_data/images/00865872.png,24,COMPOUND PHYSICAL PARAMETERS,COMPOUND PHYSICAL PARAMETERS,1.0
./funsd/training_data/annotations/00865872.json,./funsd/training_data/images/00865872.png,25,LRC FILE NUMBER,[ 158 FIkE MmasER,0.5
./funsd/training_data/annotations/00865872.json,./funsd/training_data/images/00865872.png,26,LOT NUMBER,LOT huvBER,0.7
./funsd/training_data/annotations/00865872.json,./funsd/training_data/images/00865872.png,27,PHYSICAL STATE,PYBCAL STATE,0.8461538461538461
./funsd/training_data/annotations/00865872.json,./funsd/training_data/images/00865872.png,28,Brownish- gray powder,Brownish-gray powder,1.0
./funsd/training_data/annotations/00865872.json,./funsd/training_data/images/00865872.png,29,"The pH of a 50% concentration of B164 in water was calculated to be 4.82 at 25°C according to the extrapolation procedures by Dr. P. D. Schickedantz, Lorillard Research Center Accession Number 1662.","The pH of a 50% concentration of Bled4 in water

was calculated to be 4.82 at 25°C

according to the extrapolation procedures by Dr, P. D.
Schickedantz, Lorillard Research Center Accession Number 1662.",0.9822784810126582
./funsd/training_data/annotations/00865872.json,./funsd/training_data/images/00865872.png,30,(See SOP FOX Biological Solutions),(See SOF for Biclogical Solutions),0.8529411764705882
./funsd/training_data/annotations/00865872.json,./funsd/training_data/images/00865872.png,31,BC20- 48,BC20-48,1.0
./funsd/training_data/annotations/00865872.json,./funsd/training_data/images/00865872.png,32,B164 forms a suspension in corn oil at 0.5g/ 1.5 ml Triple dosing is required,"Bl64 forms a suspension in corn oil at 0.5 g/1.5 ml

Triple dosing is reguired",0.9673202614379085
./funsd/training_data/annotations/00865872.json,./funsd/training_data/images/00865872.png,33,(See SOP for Determination of Solubility of Materials for Acute Cardiovascular and Respiratory Effects Study Beagle Dogs),"i P for Determination of Solubility of Materials for
Acute Cardiovascular and Respiratory Effects Study in Beagle Dogs]",0.95
./funsd/training_data/annotations/00865872.json,./funsd/training_data/images/00865872.png,34,BC20- 48,BCZ20-48,0.9333333333333333
./funsd/training_data/annotations/00865872.json,./funsd/training_data/images/00865872.png,35,B164 is insoluble according to this procedure,B164 is inscluble according to this procedure,0.9777777777777777
./funsd/training_data/annotations/00865872.json,./funsd/training_data/images/00865872.png,36,STORAGE RECOMMENDATIONS,STORAGE RECOMMENDATIONS.,0.9787234042553191
./funsd/training_data/annotations/00865872.json,./funsd/training_data/images/00865872.png,37,Refrigerate in amber glass bottle at no more than 8°C,Refrigerate in amber glass bottle at no more than 8°C,1.0
./funsd/training_data/annotations/00865872.json,./funsd/training_data/images/00865872.png,38,LORILLARD RESEARCH CENTER,LOSLLART) RESEARH £:FRIFA,0.653061224489796
./funsd/training_data/annotations/00865872.json,./funsd/training_data/images/00865872.png,39,FORM 1921,OO B 1),0.375
./funsd/training_data/annotations/00866042.json,./funsd/training_data/images/00866042.png,0,EXPLOSIVE,EXPLOSIVE,1.0
./funsd/training_data/annotations/00866042.json,./funsd/training_data/images/00866042.png,1,FLAMMABLE,FLAMMABLE,1.0
./funsd/training_data/annotations/00866042.json,./funsd/training_data/images/00866042.png,2,RADIOACTIVE,RADIOACTIVE,1.0
./funsd/training_data/annotations/00866042.json,./funsd/training_data/images/00866042.png,3,SOLID,soLID,0.6
./funsd/training_data/annotations/00866042.json,./funsd/training_data/images/00866042.png,4,LIQUID,(RGN,0.0
./funsd/training_data/annotations/00866042.json,./funsd/training_data/images/00866042.png,5,PRESSURIZED,PRESSURIZED,1.0
./funsd/training_data/annotations/00866042.json,./funsd/training_data/images/00866042.png,6,Colorless,Colorless,1.0
./funsd/training_data/annotations/00866042.json,./funsd/training_data/images/00866042.png,8,COLOR,01 nR,0.19999999999999996
./funsd/training_data/annotations/00866042.json,./funsd/training_data/images/00866042.png,10,642-138,642-138,1.0
./funsd/training_data/annotations/00866042.json,./funsd/training_data/images/00866042.png,11,B166,Bt,0.33333333333333337
./funsd/training_data/annotations/00866042.json,./funsd/training_data/images/00866042.png,12,SIGNATURE:,SIGNATURE:,1.0
./funsd/training_data/annotations/00866042.json,./funsd/training_data/images/00866042.png,13,D.,5 Se rzta i,0.0
./funsd/training_data/annotations/00866042.json,./funsd/training_data/images/00866042.png,16,9/28/83,9/28/83,1.0
./funsd/training_data/annotations/00866042.json,./funsd/training_data/images/00866042.png,17,20.845,"20,845",0.8333333333333334
./funsd/training_data/annotations/00866042.json,./funsd/training_data/images/00866042.png,19,DESSICATOR,|DESSICATOR,0.9523809523809523
./funsd/training_data/annotations/00866042.json,./funsd/training_data/images/00866042.png,20,FREEZER,FREEZER,1.0
./funsd/training_data/annotations/00866042.json,./funsd/training_data/images/00866042.png,21,OTHER,OTHER,1.0
./funsd/training_data/annotations/00866042.json,./funsd/training_data/images/00866042.png,22,B166,B166,1.0
./funsd/training_data/annotations/00866042.json,./funsd/training_data/images/00866042.png,23,3212,3212,1.0
./funsd/training_data/annotations/00866042.json,./funsd/training_data/images/00866042.png,26,HAZLETON LABORATORIES AMERICA INC,"HAZLETON

LABORATORIES AMERICA, INC.",0.9705882352941176
./funsd/training_data/annotations/00866042.json,./funsd/training_data/images/00866042.png,27,PROJECT SHEET,PROJECT SHEET,1.0
./funsd/training_data/annotations/00866042.json,./funsd/training_data/images/00866042.png,28,9200 EESAURG TURNPIKE VIENNA VIRGINIA 22180 USA,"8200 LEESBURG TURNPIKE
VIENNA, VIAGINIA 22180
usa",0.8541666666666666
./funsd/training_data/annotations/00866042.json,./funsd/training_data/images/00866042.png,29,DATE ISSUED,|DATE 15SUED,0.782608695652174
./funsd/training_data/annotations/00866042.json,./funsd/training_data/images/00866042.png,30,"Oct. 11, 1983","Oct. 11, 1983",1.0
./funsd/training_data/annotations/00866042.json,./funsd/training_data/images/00866042.png,31,PROJECT SHEET NO.,|PROJECT SHEET No.,0.9142857142857143
./funsd/training_data/annotations/00866042.json,./funsd/training_data/images/00866042.png,32,PROJECT NO.,"PROJECT NoO,",0.8695652173913043
./funsd/training_data/annotations/00866042.json,./funsd/training_data/images/00866042.png,33,STUDY TITLE & PROPOSAL NUMBER,STUDY TITLE & PROPOSAL NUMBER,1.0
./funsd/training_data/annotations/00866042.json,./funsd/training_data/images/00866042.png,34,Acute Intraperitoneal Toxicity Study in Rats,Acute Intraperitoneal Toxicity Study in Rats,1.0
./funsd/training_data/annotations/00866042.json,./funsd/training_data/images/00866042.png,35,PROJECT COORDINATOR,PROJECT COORDINATOR,1.0
./funsd/training_data/annotations/00866042.json,./funsd/training_data/images/00866042.png,36,LOT NO.(s),LOT NO.(s),1.0
./funsd/training_data/annotations/00866042.json,./funsd/training_data/images/00866042.png,37,RECEIPT DATE(s),RECEIPT DATE(s),1.0
